"Mfr","Model","MfrName","ModelName"
"VID_0c76","PID_1605","JMTek, LLC.","SSS Headphone Set"
"VID_0c76","PID_1607","JMTek, LLC.","audio controller"
"VID_0c77","","Sipix Group, Ltd",""
"VID_0c77","PID_1001","Sipix Group, Ltd","SiPix Web2"
"VID_0c77","PID_1002","Sipix Group, Ltd","SiPix SC2100"
"VID_0c77","PID_1010","Sipix Group, Ltd","SiPix Snap"
"VID_0c77","PID_1011","Sipix Group, Ltd","SiPix Blink 2"
"VID_0c77","PID_1015","Sipix Group, Ltd","SiPix CAMeleon"
"VID_0c78","","Detto Corp.",""
"VID_0c79","","NuConnex Technologies Pte., Ltd",""
"VID_0c7a","","Wing-Span Enterprise Co., Ltd",""
"VID_0c86","","NDA Technologies, Inc.",""
"VID_0c88","","Kyocera Wireless Corp.",""
"VID_0c88","PID_0021","Kyocera Wireless Corp.","Handheld"
"VID_0c88","PID_17da","Kyocera Wireless Corp.","Qualcomm Kyocera CDMA Technologies MSM"
"VID_0c89","","Honda Tsushin Kogyo Co., Ltd",""
"VID_0c8a","","Pathway Connectivity, Inc.",""
"VID_0c8b","","Wavefly Corp.",""
"VID_0c8c","","Coactive Networks",""
"VID_0c8d","","Tempo",""
"VID_0c8e","","Cesscom Co., Ltd",""
"VID_0c8e","PID_6000","Cesscom Co., Ltd","Luxian Series"
"VID_0c8f","","Applied Microsystems",""
"VID_0c94","","Cryptera",""
"VID_0c94","PID_a000","Cryptera","EPP 1217"
"VID_0c98","","Berkshire Products, Inc.",""
"VID_0c98","PID_1140","Berkshire Products, Inc.","USB PC Watchdog"
"VID_0c99","","Innochips Co., Ltd",""
"VID_0c9a","","Hanwool Robotics Corp.",""
"VID_0c9b","","Jobin Yvon, Inc.",""
"VID_0c9d","","SemTek",""
"VID_0c9d","PID_0170","SemTek","3873 Manual Insert card reader"
"VID_0ca2","","Zyfer",""
"VID_0ca3","","Sega Corp.",""
"VID_0ca4","","ST&T Instrument Corp.",""
"VID_0ca5","","BAE Systems Canada, Inc.",""
"VID_0ca6","","Castles Technology Co., Ltd",""
"VID_0ca6","PID_0010","Castles Technology Co., Ltd","EZUSB PC/SC Smart Card Reader"
"VID_0ca6","PID_0050","Castles Technology Co., Ltd","EZ220PU Reader Controller"
"VID_0ca6","PID_1077","Castles Technology Co., Ltd","Bludrive Family Smart Card Reader"
"VID_0ca6","PID_107e","Castles Technology Co., Ltd","Reader Controller"
"VID_0ca6","PID_2010","Castles Technology Co., Ltd","myPad110 PC/SC Smart Card Reader"
"VID_0ca6","PID_3050","Castles Technology Co., Ltd","EZ710 Smart Card Reader"
"VID_0ca7","","Information Systems Laboratories",""
"VID_0cad","","Motorola CGISS",""
"VID_0cad","PID_9001","Motorola CGISS","PowerPad Pocket PC. Device"
"VID_0cae","","Ascom Business Systems, Ltd",""
"VID_0caf","","Buslink",""
"VID_0caf","PID_2507","Buslink","Hi-Speed USB-to-IDE Bridge Controller"
"VID_0caf","PID_2515","Buslink","Flash Disk Embedded Hub"
"VID_0caf","PID_2516","Buslink","Flash Disk Security Device"
"VID_0caf","PID_2517","Buslink","Flash Disk Mass Storage Device"
"VID_0caf","PID_25c7","Buslink","Hi-Speed USB-to-IDE Bridge Controller"
"VID_0caf","PID_3a00","Buslink","Hard Drive"
"VID_0caf","PID_3a20","Buslink","Mass Storage Device"
"VID_0caf","PID_3acd","Buslink","Mass Storage Device"
"VID_0cb0","","Flying Pig Systems",""
"VID_0cb1","","Innovonics, Inc.",""
"VID_0cb6","","Celestix Networks, Pte., Ltd",""
"VID_0cb7","","Singatron Enterprise Co., Ltd",""
"VID_0cb8","","Opticis Co., Ltd",""
"VID_0cba","","Trust Electronic (Shanghai) Co., Ltd",""
"VID_0cbb","","Shanghai Darong Electronics Co., Ltd",""
"VID_0cbc","","Palmax Technology Co., Ltd",""
"VID_0cbc","PID_0101","Palmax Technology Co., Ltd","Pocket PC P6C"
"VID_0cbc","PID_0201","Palmax Technology Co., Ltd","Personal Digital Assistant"
"VID_0cbc","PID_0301","Palmax Technology Co., Ltd","Personal Digital Assistant P6M+"
"VID_0cbc","PID_0401","Palmax Technology Co., Ltd","Pocket PC"
"VID_0cbd","","Pentel Co., Ltd (Electronics Equipment Div.)",""
"VID_0cbe","","Keryx Technologies, Inc.",""
"VID_0cbf","","Union Genius Computer Co., Ltd",""
"VID_0cc0","","Kuon Yi Industrial Corp.",""
"VID_0cc1","","Given Imaging, Ltd",""
"VID_0cc2","","Timex Corp.",""
"VID_0cc3","","Rimage Corp.",""
"VID_0cc4","","emsys GmbH",""
"VID_0cc5","","Sendo",""
"VID_0cc6","","Intermagic Corp.",""
"VID_0cc7","","Kontron Medical AG",""
"VID_0cc8","","Technotools Corp.",""
"VID_0cc9","","BroadMAX Technologies, Inc.",""
"VID_0cca","","Amphenol",""
"VID_0ccb","","SKNet Co., Ltd",""
"VID_0ccc","","Domex Technology Corp.",""
"VID_0ccd","","TerraTec Electronic GmbH",""
"VID_0ccd","PID_0012","TerraTec Electronic GmbH","PHASE 26"
"VID_0ccd","PID_0013","TerraTec Electronic GmbH","PHASE 26"
"VID_0ccd","PID_0014","TerraTec Electronic GmbH","PHASE 26"
"VID_0ccd","PID_0015","TerraTec Electronic GmbH","Flash Update for TerraTec PHASE 26"
"VID_0ccd","PID_0021","TerraTec Electronic GmbH","Cameo Grabster 200"
"VID_0ccd","PID_0023","TerraTec Electronic GmbH","Mystify Claw"
"VID_0ccd","PID_0028","TerraTec Electronic GmbH","Aureon 5.1 MkII"
"VID_0ccd","PID_0032","TerraTec Electronic GmbH","MIDI HUBBLE"
"VID_0ccd","PID_0035","TerraTec Electronic GmbH","Miditech Play'n Roll"
"VID_0ccd","PID_0036","TerraTec Electronic GmbH","Cinergy 250 Audio"
"VID_0ccd","PID_0037","TerraTec Electronic GmbH","Cinergy 250 Audio"
"VID_0ccd","PID_0038","TerraTec Electronic GmbH","Cinergy T.. DVB-T Receiver"
"VID_0ccd","PID_0039","TerraTec Electronic GmbH","Grabster AV 400"
"VID_0ccd","PID_003b","TerraTec Electronic GmbH","Cinergy 400"
"VID_0ccd","PID_003c","TerraTec Electronic GmbH","Grabster AV 250"
"VID_0ccd","PID_0042","TerraTec Electronic GmbH","Cinergy Hybrid T XS"
"VID_0ccd","PID_0043","TerraTec Electronic GmbH","Cinergy T XS"
"VID_0ccd","PID_004e","TerraTec Electronic GmbH","Cinergy T XS"
"VID_0ccd","PID_004f","TerraTec Electronic GmbH","Cinergy Analog XS"
"VID_0ccd","PID_0055","TerraTec Electronic GmbH","Cinergy T XE (Version 1, AF9005)"
"VID_0ccd","PID_005c","TerraTec Electronic GmbH","Cinergy T.."
"VID_0ccd","PID_0069","TerraTec Electronic GmbH","Cinergy T XE (Version 2, AF9015)"
"VID_0ccd","PID_006b","TerraTec Electronic GmbH","Cinergy HT PVR (EU)"
"VID_0ccd","PID_0072","TerraTec Electronic GmbH","Cinergy Hybrid T"
"VID_0ccd","PID_0077","TerraTec Electronic GmbH","Aureon Dual USB"
"VID_0ccd","PID_0078","TerraTec Electronic GmbH","Cinergy T XXS"
"VID_0ccd","PID_0086","TerraTec Electronic GmbH","Cinergy Hybrid XE"
"VID_0ccd","PID_008e","TerraTec Electronic GmbH","Cinergy HTC XS"
"VID_0ccd","PID_0097","TerraTec Electronic GmbH","Cinergy T RC MKII"
"VID_0ccd","PID_0099","TerraTec Electronic GmbH","AfaTech 9015 [Cinergy T Stick Dual]"
"VID_0ccd","PID_00a5","TerraTec Electronic GmbH","Cinergy Hybrid Stick"
"VID_0ccd","PID_00a9","TerraTec Electronic GmbH","RTL2838 DVB-T COFDM Demodulator [TerraTec Cinergy T Stick Black]"
"VID_0ccd","PID_00b3","TerraTec Electronic GmbH","NOXON DAB/DAB+ Stick"
"VID_0ccd","PID_10a7","TerraTec Electronic GmbH","TerraTec G3"
"VID_0cd4","","Bang Olufsen",""
"VID_0cd4","PID_0101","Bang Olufsen","BeolinkPC2"
"VID_0cd5","","LabJack Corporation",""
"VID_0cd5","PID_0003","LabJack Corporation","U3"
"VID_0cd5","PID_0009","LabJack Corporation","UE9"
"VID_0cd7","","NewChip S.r.l.",""
"VID_0cd8","","JS Digitech, Inc.",""
"VID_0cd8","PID_2007","JS Digitech, Inc.","Smart Card Reader/JSTU-9700"
"VID_0cd9","","Hitachi Shin Din Cable, Ltd",""
"VID_0cde","","Z-Com",""
"VID_0cde","PID_0001","Z-Com","XI-750 802.11b Wireless Adapter [Atmel AT76C503A]"
"VID_0cde","PID_0002","Z-Com","XI-725/726 Prism2.5 802.11b Adapter"
"VID_0cde","PID_0003","Z-Com","Sagem 802.11b Dongle"
"VID_0cde","PID_0004","Z-Com","Sagem 802.11b Dongle"
"VID_0cde","PID_0005","Z-Com","XI-735 Prism3 802.11b Adapter"
"VID_0cde","PID_0006","Z-Com","XG-300 802.11b Adapter"
"VID_0cde","PID_0008","Z-Com","XG-703A 802.11g Wireless Adapter [Intersil ISL3887]"
"VID_0cde","PID_0009","Z-Com","(ZD1211)IEEE 802.11b+g Adapter"
"VID_0cde","PID_0011","Z-Com","ZD1211"
"VID_0cde","PID_0012","Z-Com","AR5523"
"VID_0cde","PID_0013","Z-Com","AR5523 driver (no firmware)"
"VID_0cde","PID_0014","Z-Com","NB 802.11g Wireless LAN Adapter(3887A)"
"VID_0cde","PID_0015","Z-Com","XG-705A 802.11g Wireless Adapter [Intersil ISL3887]"
"VID_0cde","PID_0016","Z-Com","NB 802.11g Wireless LAN Adapter(3887A)"
"VID_0cde","PID_0018","Z-Com","NB 802.11a/b/g Wireless LAN Adapter(3887A)"
"VID_0cde","PID_001a","Z-Com","802.11bg"
"VID_0cde","PID_001c","Z-Com","802.11b/g Wireless Network Adapter"
"VID_0cde","PID_0020","Z-Com","AG-760A 802.11abg Wireless Adapter [ZyDAS ZD1211B]"
"VID_0cde","PID_0022","Z-Com","802.11b/g/n Wireless Network Adapter"
"VID_0cde","PID_0023","Z-Com","UB81 802.11bgn"
"VID_0cde","PID_0025","Z-Com","802.11b/g/n USB Wireless Network Adapter"
"VID_0cde","PID_0026","Z-Com","UB82 802.11abgn"
"VID_0cde","PID_0027","Z-Com","Sphairon Homelink 1202 802.11n Wireless Adapter [Atheros AR9170]"
"VID_0ce5","","Validation Technologies International",""
"VID_0ce5","PID_0003","Validation Technologies International","Matrix"
"VID_0ce9","","pico Technology",""
"VID_0ce9","PID_1001","pico Technology","PicoScope3000 series PC Oscilloscope"
"VID_0cf1","","e-Conn Electronic Co., Ltd",""
"VID_0cf2","","ENE Technology, Inc.",""
"VID_0cf2","PID_6220","ENE Technology, Inc.","SD Card Reader (SG361)"
"VID_0cf2","PID_6225","ENE Technology, Inc.","SD card reader (UB6225)"
"VID_0cf2","PID_6250","ENE Technology, Inc.","SD card reader (UB6250)"
"VID_0cf3","","Atheros Communications, Inc.",""
"VID_0cf3","PID_0001","Atheros Communications, Inc.","AR5523"
"VID_0cf3","PID_0002","Atheros Communications, Inc.","AR5523 (no firmware)"
"VID_0cf3","PID_0003","Atheros Communications, Inc.","AR5523"
"VID_0cf3","PID_0004","Atheros Communications, Inc.","AR5523 (no firmware)"
"VID_0cf3","PID_0005","Atheros Communications, Inc.","AR5523"
"VID_0cf3","PID_0006","Atheros Communications, Inc.","AR5523 (no firmware)"
"VID_0cf3","PID_1001","Atheros Communications, Inc.","Thomson TG121N [Atheros AR9001U-(2)NG]"
"VID_0cf3","PID_1002","Atheros Communications, Inc.","TP-Link TL-WN821N v2 802.11n [Atheros AR9170]"
"VID_0cf3","PID_1006","Atheros Communications, Inc.","TP-Link TL-WN322G v3 / TL-WN422G v2 802.11g [Atheros AR9271]"
"VID_0cf3","PID_1010","Atheros Communications, Inc.","3Com 3CRUSBN275 802.11abgn Wireless Adapter [Atheros AR9170]"
"VID_0cf3","PID_20ff","Atheros Communications, Inc.","AR7010 (no firmware)"
"VID_0cf3","PID_3000","Atheros Communications, Inc.","AR3011 Bluetooth (no firmware)"
"VID_0cf3","PID_3002","Atheros Communications, Inc.","AR3011 Bluetooth"
"VID_0cf3","PID_3005","Atheros Communications, Inc.","AR3011 Bluetooth"
"VID_0cf3","PID_3008","Atheros Communications, Inc.","Bluetooth (AR3011)"
"VID_0cf3","PID_7015","Atheros Communications, Inc.","TP-Link TL-WN821N v3 802.11n [Atheros AR7010+AR9287]"
"VID_0cf3","PID_9170","Atheros Communications, Inc.","AR9170 802.11n"
"VID_0cf3","PID_9271","Atheros Communications, Inc.","AR9271 802.11n"
"VID_0cf3","PID_b002","Atheros Communications, Inc.","Ubiquiti WiFiStation 802.11n [Atheros AR9271]"
"VID_0cf3","PID_b003","Atheros Communications, Inc.","Ubiquiti WiFiStationEXT 802.11n [Atheros AR9271]"
"VID_0cf4","","Fomtex Corp.",""
"VID_0cf5","","Cellink Co., Ltd",""
"VID_0cf6","","Compucable Corp.",""
"VID_0cf7","","ishoni Networks",""
"VID_0cf8","","Clarisys, Inc.",""
"VID_0cf8","PID_0750","Clarisys, Inc.","Claritel-i750 - vp"
"VID_0cf9","","Central System Research Co., Ltd",""
"VID_0cfa","","Inviso, Inc.",""
"VID_0cfc","","Minolta-QMS, Inc.",""
"VID_0cfc","PID_2301","Minolta-QMS, Inc.","Magicolor 2300 DL"
"VID_0cfc","PID_2350","Minolta-QMS, Inc.","Magicolor 2350EN/3300"
"VID_0cfc","PID_3100","Minolta-QMS, Inc.","Magicolor 3100"
"VID_0cfc","PID_7300","Minolta-QMS, Inc.","Magicolor 5450/5550"
"VID_0cff","","SAFA MEDIA Co., Ltd.",""
"VID_0cff","PID_0320","SAFA MEDIA Co., Ltd.","SR-380N"
"VID_0d06","","telos EDV Systementwicklung GmbH",""
"VID_0d08","","UTStarcom",""
"VID_0d08","PID_0602","UTStarcom","DV007 [serial]"
"VID_0d08","PID_0603","UTStarcom","DV007 [storage]"
"VID_0d0b","","Contemporary Controls",""
"VID_0d0c","","Astron Electronics Co., Ltd",""
"VID_0d0d","","MKNet Corp.",""
"VID_0d0e","","Hybrid Networks, Inc.",""
"VID_0d0f","","Feng Shin Cable Co., Ltd",""
"VID_0d10","","Elastic Networks",""
"VID_0d10","PID_0001","Elastic Networks","StormPort (WDM)"
"VID_0d11","","Maspro Denkoh Corp.",""
"VID_0d12","","Hansol Electronics, Inc.",""
"VID_0d13","","BMF Corp.",""
"VID_0d14","","Array Comm, Inc.",""
"VID_0d15","","OnStream b.v.",""
"VID_0d16","","Hi-Touch Imaging Technologies Co., Ltd",""
"VID_0d16","PID_0001","Hi-Touch Imaging Technologies Co., Ltd","PhotoShuttle"
"VID_0d16","PID_0002","Hi-Touch Imaging Technologies Co., Ltd","Photo Printer 730 series"
"VID_0d16","PID_0004","Hi-Touch Imaging Technologies Co., Ltd","Photo Printer 63xPL/PS"
"VID_0d16","PID_0100","Hi-Touch Imaging Technologies Co., Ltd","Photo Printer 63xPL/PS"
"VID_0d16","PID_0102","Hi-Touch Imaging Technologies Co., Ltd","Photo Printer 64xPS"
"VID_0d16","PID_0103","Hi-Touch Imaging Technologies Co., Ltd","Photo Printer 730 series"
"VID_0d16","PID_0104","Hi-Touch Imaging Technologies Co., Ltd","Photo Printer 63xPL/PS"
"VID_0d16","PID_0105","Hi-Touch Imaging Technologies Co., Ltd","Photo Printer 64xPS"
"VID_0d16","PID_0200","Hi-Touch Imaging Technologies Co., Ltd","Photo Printer 64xDL"
"VID_0d17","","NALTEC, Inc.",""
"VID_0d18","","coaXmedia",""
"VID_0d19","","Hank Connection Industrial Co., Ltd",""
"VID_0d28","","NXP",""
"VID_0d28","PID_0204","NXP","LPC1768"
"VID_0d32","","Leo Hui Electric Wire & Cable Co., Ltd",""
"VID_0d33","","AirSpeak, Inc.",""
"VID_0d34","","Rearden Steel Technologies",""
"VID_0d35","","Dah Kun Co., Ltd",""
"VID_0d3a","","Posiflex Technologies, Inc.",""
"VID_0d3c","","Sri Cable Technology, Ltd",""
"VID_0d3d","","Tangtop Technology Co., Ltd",""
"VID_0d3d","PID_0001","Tangtop Technology Co., Ltd","HID Keyboard"
"VID_0d3e","","Fitcom, inc.",""
"VID_0d3f","","MTS Systems Corp.",""
"VID_0d40","","Ascor, Inc.",""
"VID_0d41","","Ta Yun Terminals Industrial Co., Ltd",""
"VID_0d42","","Full Der Co., Ltd",""
"VID_0d46","","Kobil Systems GmbH",""
"VID_0d46","PID_2012","Kobil Systems GmbH","KAAN Standard Plus (Smartcard reader)"
"VID_0d46","PID_3003","Kobil Systems GmbH","mIDentity Light / KAAN SIM III"
"VID_0d46","PID_4000","Kobil Systems GmbH","mIDentity (mass storage)"
"VID_0d46","PID_4001","Kobil Systems GmbH","mIDentity Basic/Classic (composite device)"
"VID_0d46","PID_4081","Kobil Systems GmbH","mIDentity Basic/Classic (installationless)"
"VID_0d48","","Promethean Limited",""
"VID_0d48","PID_0001","Promethean Limited","ACTIVboard"
"VID_0d48","PID_0004","Promethean Limited","ACTIVboard"
"VID_0d48","PID_0100","Promethean Limited","Audio"
"VID_0d49","","Maxtor",""
"VID_0d49","PID_3000","Maxtor","Drive"
"VID_0d49","PID_3010","Maxtor","3000LE Drive"
"VID_0d49","PID_3100","Maxtor","Hi-Speed USB-IDE Bridge Controller"
"VID_0d49","PID_3200","Maxtor","Personal Storage 3200"
"VID_0d49","PID_5000","Maxtor","5000XT Drive"
"VID_0d49","PID_5010","Maxtor","5000LE Drive"
"VID_0d49","PID_5020","Maxtor","Mobile Hard Disk Drive"
"VID_0d49","PID_7000","Maxtor","OneTouch"
"VID_0d49","PID_7010","Maxtor","OneTouch"
"VID_0d49","PID_7100","Maxtor","OneTouch II 300GB External Hard Disk"
"VID_0d49","PID_7410","Maxtor","Mobile Hard Disk Drive (1TB)"
"VID_0d49","PID_7450","Maxtor","Basics Portable USB Device"
"VID_0d4a","","NF Corp.",""
"VID_0d4b","","Grape Systems, Inc.",""
"VID_0d4c","","Tedas AG",""
"VID_0d4d","","Coherent, Inc.",""
"VID_0d4e","","Agere Systems Netherland BV",""
"VID_0d4e","PID_047a","Agere Systems Netherland BV","WLAN Card"
"VID_0d4e","PID_1000","Agere Systems Netherland BV","Wireless Card Model 0801"
"VID_0d4e","PID_1001","Agere Systems Netherland BV","Wireless Card Model 0802"
"VID_0d4f","","EADS Airbus France",""
"VID_0d50","","Cleware GmbH",""
"VID_0d50","PID_0011","Cleware GmbH","USB-Temp2 Thermometer"
"VID_0d51","","Volex (Asia) Pte., Ltd",""
"VID_0d53","","HMI Co., Ltd",""
"VID_0d54","","Holon Corp.",""
"VID_0d55","","ASKA Technologies, Inc.",""
"VID_0d56","","AVLAB Technology, Inc.",""
"VID_0d57","","Solomon Microtech, Ltd",""
"VID_0d5c","","SMC Networks, Inc.",""
"VID_0d5c","PID_a001","SMC Networks, Inc.","SMC2662W (v1) EZ Connect 802.11b Wireless Adapter [Atmel AT76C503A]"
"VID_0d5c","PID_a002","SMC Networks, Inc.","SMC2662W v2 / SMC2662W-AR / Belkin F5D6050 [Atmel at76c503a]"
"VID_0d5e","","Myacom, Ltd",""
"VID_0d5e","PID_2346","Myacom, Ltd","BT Digital Access adapter"
"VID_0d5f","","CSI, Inc.",""
"VID_0d60","","IVL Technologies, Ltd",""
"VID_0d61","","Meilu Electronics (Shenzhen) Co., Ltd",""
"VID_0d62","","Darfon Electronics Corp.",""
"VID_0d62","PID_0003","Darfon Electronics Corp.","Smartcard Reader"
"VID_0d62","PID_0004","Darfon Electronics Corp.","Keyboard"
"VID_0d62","PID_001c","Darfon Electronics Corp.","Benq X120 Internet Keyboard Pro"
"VID_0d62","PID_0306","Darfon Electronics Corp.","M530 Mouse"
"VID_0d62","PID_0800","Darfon Electronics Corp.","Magic Wheel"
"VID_0d62","PID_2021","Darfon Electronics Corp.","AM805 Keyboard"
"VID_0d62","PID_2026","Darfon Electronics Corp.","TECOM Bluetooth Device"
"VID_0d62","PID_2050","Darfon Electronics Corp.","Mouse"
"VID_0d62","PID_2106","Darfon Electronics Corp.","Dell L20U Multimedia Keyboard"
"VID_0d62","PID_a100","Darfon Electronics Corp.","Optical Mouse"
"VID_0d63","","Fritz Gegauf AG",""
"VID_0d64","","DXG Technology Corp.",""
"VID_0d64","PID_0105","DXG Technology Corp.","Dual Mode Digital Camera 1.3M"
"VID_0d64","PID_0107","DXG Technology Corp.","Horus MT-409 Camera"
"VID_0d64","PID_0108","DXG Technology Corp.","Dual Mode Digital Camera"
"VID_0d64","PID_0202","DXG Technology Corp.","Dual Mode Video Camera Device"
"VID_0d64","PID_0303","DXG Technology Corp.","DXG-305V Camera"
"VID_0d64","PID_1001","DXG Technology Corp.","SiPix Stylecam/UMAX AstraPix 320s"
"VID_0d64","PID_1002","DXG Technology Corp.","Fashion Cam 01 Dual-Mode DSC (Video Camera)"
"VID_0d64","PID_1003","DXG Technology Corp.","Fashion Cam Dual-Mode DSC (Controller)"
"VID_0d64","PID_1021","DXG Technology Corp.","D-Link DSC 350F"
"VID_0d64","PID_1208","DXG Technology Corp.","Dual Mode Still Camera Device"
"VID_0d64","PID_2208","DXG Technology Corp.","Mass Storage"
"VID_0d64","PID_3105","DXG Technology Corp.","Dual Mode Digital Camera Disk"
"VID_0d64","PID_3108","DXG Technology Corp.","Digicam Mass Storage Device"
"VID_0d65","","KMJP Co., Ltd",""
"VID_0d66","","TMT",""
"VID_0d67","","Advanet, Inc.",""
"VID_0d68","","Super Link Electronics Co., Ltd",""
"VID_0d69","","NSI",""
"VID_0d6a","","Megapower International Corp.",""
"VID_0d6b","","And-Or Logic",""
"VID_0d70","","Try Computer Co., Ltd",""
"VID_0d71","","Hirakawa Hewtech Corp.",""
"VID_0d72","","Winmate Communication, Inc.",""
"VID_0d73","","Hit's Communications, Inc.",""
"VID_0d76","","MFP Korea, Inc.",""
"VID_0d77","","Power Sentry/Newpoint",""
"VID_0d78","","Japan Distributor Corp.",""
"VID_0d7a","","MARX Datentechnik GmbH",""
"VID_0d7b","","Wellco Technology Co., Ltd",""
"VID_0d7c","","Taiwan Line Tek Electronic Co., Ltd",""
"VID_0d7d","","Phison Electronics Corp.",""
"VID_0d7d","PID_0100","Phison Electronics Corp.","PS1001/1011/1006/1026 Flash Disk"
"VID_0d7d","PID_0110","Phison Electronics Corp.","Gigabyte FlexDrive"
"VID_0d7d","PID_0120","Phison Electronics Corp.","Disk Pro 64MB"
"VID_0d7d","PID_0124","Phison Electronics Corp.","GIGABYTE Disk"
"VID_0d7d","PID_0240","Phison Electronics Corp.","I/O-Magic/Transcend 6-in-1 Card Reader"
"VID_0d7d","PID_110e","Phison Electronics Corp.","NEC uPD720121/130 USB-ATA/ATAPI Bridge"
"VID_0d7d","PID_1240","Phison Electronics Corp.","Apacer 6-in-1 Card Reader 2.0"
"VID_0d7d","PID_1270","Phison Electronics Corp.","Wolverine SixPac 6000"
"VID_0d7d","PID_1300","Phison Electronics Corp.","Flash Disk"
"VID_0d7d","PID_1320","Phison Electronics Corp.","PS2031 Flash Disk"
"VID_0d7d","PID_1400","Phison Electronics Corp.","Attache 256MB USB 2.0 Flash Drive"
"VID_0d7d","PID_1420","Phison Electronics Corp.","PS2044 Pen Drive"
"VID_0d7d","PID_1470","Phison Electronics Corp.","Vosonic X's-Drive II+ VP2160"
"VID_0d7d","PID_1620","Phison Electronics Corp.","USB Disk Pro"
"VID_0d7d","PID_1900","Phison Electronics Corp.","USB Thumb Drive"
"VID_0d7e","","American Computer & Digital Components",""
"VID_0d7e","PID_2507","American Computer & Digital Components","Hi-Speed USB-to-IDE Bridge Controller"
"VID_0d7e","PID_2517","American Computer & Digital Components","Hi-Speed Mass Storage Device"
"VID_0d7e","PID_25c7","American Computer & Digital Components","Hi-Speed USB-to-IDE Bridge Controller"
"VID_0d7f","","Essential Reality LLC",""
"VID_0d7f","PID_0100","Essential Reality LLC","P5 Glove glove controller"
"VID_0d80","","H.R. Silvine Electronics, Inc.",""
"VID_0d81","","TechnoVision",""
"VID_0d83","","Think Outside, Inc.",""
"VID_0d87","","Dolby Laboratories Inc.",""
"VID_0d89","","Oz Software",""
"VID_0d8a","","King Jim Co., Ltd",""
"VID_0d8a","PID_0101","King Jim Co., Ltd","TEPRA PRO"
"VID_0d8b","","Ascom Telecommunications, Ltd",""
"VID_0d8c","","C-Media Electronics, Inc.",""
"VID_0d8c","PID_0001","C-Media Electronics, Inc.","Audio Device"
"VID_0d8c","PID_0002","C-Media Electronics, Inc.","Composite Device"
"VID_0d8c","PID_0003","C-Media Electronics, Inc.","Sound Device"
"VID_0d8c","PID_0006","C-Media Electronics, Inc.","Storm HP-USB500 5.1 Headset"
"VID_0d8c","PID_000c","C-Media Electronics, Inc.","Audio Adapter"
"VID_0d8c","PID_000d","C-Media Electronics, Inc.","Composite Device"
"VID_0d8c","PID_000e","C-Media Electronics, Inc.","Audio Adapter (Planet UP-100, Genius G-Talk)"
"VID_0d8c","PID_001f","C-Media Electronics, Inc.","CM108 Audio Controller"
"VID_0d8c","PID_0102","C-Media Electronics, Inc.","CM106 Like Sound Device"
"VID_0d8c","PID_0103","C-Media Electronics, Inc.","CM102-A+/102S+ Audio Controller"
"VID_0d8c","PID_0104","C-Media Electronics, Inc.","CM103+ Audio Controller"
"VID_0d8c","PID_0105","C-Media Electronics, Inc.","CM108 Audio Controller"
"VID_0d8c","PID_0107","C-Media Electronics, Inc.","CM108 Audio Controller"
"VID_0d8c","PID_010f","C-Media Electronics, Inc.","CM108 Audio Controller"
"VID_0d8c","PID_0115","C-Media Electronics, Inc.","CM108 Audio Controller"
"VID_0d8c","PID_013c","C-Media Electronics, Inc.","CM108 Audio Controller"
"VID_0d8c","PID_0201","C-Media Electronics, Inc.","CM6501"
"VID_0d8c","PID_5000","C-Media Electronics, Inc.","Mass Storage Controller"
"VID_0d8c","PID_5200","C-Media Electronics, Inc.","Mass Storage Controller(0D8C,5200)"
"VID_0d8c","PID_b213","C-Media Electronics, Inc.","USB Phone CM109 (aka CT2000,VPT1000)"
"VID_0d8d","","Promotion & Display Technology, Ltd",""
"VID_0d8d","PID_0234","Promotion & Display Technology, Ltd","V-234 Composite Device"
"VID_0d8d","PID_0550","Promotion & Display Technology, Ltd","V-550 Composite Device"
"VID_0d8d","PID_0551","Promotion & Display Technology, Ltd","V-551 Composite Device"
"VID_0d8d","PID_0552","Promotion & Display Technology, Ltd","V-552 Composite Device"
"VID_0d8d","PID_0651","Promotion & Display Technology, Ltd","V-651 Composite Device"
"VID_0d8d","PID_0652","Promotion & Display Technology, Ltd","V-652 Composite Device"
"VID_0d8d","PID_0653","Promotion & Display Technology, Ltd","V-653 Composite Device"
"VID_0d8d","PID_0654","Promotion & Display Technology, Ltd","V-654 Composite Device"
"VID_0d8d","PID_0655","Promotion & Display Technology, Ltd","V-655 Composite Device"
"VID_0d8d","PID_0656","Promotion & Display Technology, Ltd","V-656 Composite Device"
"VID_0d8d","PID_0657","Promotion & Display Technology, Ltd","V-657 Composite Device"
"VID_0d8d","PID_0658","Promotion & Display Technology, Ltd","V-658 Composite Device"
"VID_0d8d","PID_0659","Promotion & Display Technology, Ltd","V-659 Composite Device"
"VID_0d8d","PID_0660","Promotion & Display Technology, Ltd","V-660 Composite Device"
"VID_0d8d","PID_0661","Promotion & Display Technology, Ltd","V-661 Composite Device"
"VID_0d8d","PID_0662","Promotion & Display Technology, Ltd","V-662 Composite Device"
"VID_0d8d","PID_0850","Promotion & Display Technology, Ltd","V-850 Composite Device"
"VID_0d8d","PID_0851","Promotion & Display Technology, Ltd","V-851 Composite Device"
"VID_0d8d","PID_0852","Promotion & Display Technology, Ltd","V-852 Composite Device"
"VID_0d8d","PID_0901","Promotion & Display Technology, Ltd","V-901 Composite Device"
